textID,text,sentiment
7518c03119,any gear you don`t use anymore and want to throw away?,neutral
c01cecfd98,50 is sooo much better than 65  my biology score`s so bad.,neutral
b516619c9b,Nothing to do. Just sitting here. I can see Mrs. P and her husband,neutral
5c618e0858," catching up on my tweets, I saw AC`s promo of your new blog before yours, I knew immediately it would be yours by the title",neutral
8a88d77907,no boby will not talk 2 me,neutral
2fd6e880d5,WHY CANT I FIND IT!!!,negative
5db4f576b6,My last day with my favorite teacher.....im quite sad,negative
24fa941c24,I would but you`re too far away,negative
8037e0c769,Hey  its back!!    (robluketic live > http://ustre.am/2w5v),neutral
cda9ab9282,"just woke up, I`m starving",neutral
6b9f7a3faf,i need a jb but i dread the fact that it will have to be retail this summer,negative
c44b029558,"_19 I watched a little today! Didn`t know you were sick, you did awesome nonetheless! Hope u feel better",neutral
efcb2921d5,It`s freakin` hot and humid today.,negative
a02abef39e,epic fail with the chocolate fountain that got CLOGGED,negative
739833ea2c,need to cheer up!,neutral
e76fa72e9a,Do tell...,neutral
dc4059bbaf,hired all the smart monkeys for e-mail marketing...,neutral
a429434907,Totally  plain and simple.. i hate all thoes bridezilla shows.. if i was the groom i`d be running far far away!,negative
c3a417a9c8," It`s good they`re realistic, but I still don`t like thinking about it!!!",neutral
32aa82cd97,OMGZZZ i just realised homer simspon aint real :O  haha !,neutral
1b28b66cf5,your right. im so jealous i wish i had gangsterrrr pants like your grandma,negative
432097cfe6,LOL I feel like drunk right now...,negative
7821a4607e,"had a great time last night, but my eye is burning !!! it hurts bad",neutral
072064864c,"I can`t go out when my heart is home sick  even if it is my bday, family health comes 1st",neutral
67e110774d,I think you forgot a couple exclamation points.,neutral
121864e2e3," If you think Florida`s heat will be too much, I will reluctantly take your place",negative
2a4d0b7e85," I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",neutral
2be4cf8a34,my head huwwts,negative
7e863dcf5b,Bored out of my mind!  LOL,negative
4dad557268,says BAD TRIP! (angry)  http://plurk.com/p/wxshi,negative
3e49b93467," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",negative
4f46c132fe,He still doesn`t love me... I won`t ask again,negative
d98f30e398,ah seriously i dont even work with children some how i am still sick!  groundhog friday just got worse.,negative
194273e5d5,I hurt my foot in gym class.,negative
62279dc367," did you decide it is a sprain? mine has been bothering me again, but never had it checked out",negative
c422db675c,I make that same face when I get home and your mom is watching soaps.,neutral
1dd93ad2be,wishes she would call him ...   *hc*,neutral
31a756fdfd,"Right folks, really must go now; have to babysit my nephew in the morning. Another early start. No Twilight time  Nare mind. Nightall. X",neutral
131a73a3a5,she could have been a lost dog  poor girl,negative
857366dde2,"bye y`all wolverine soon  ooaf hugh jackman, tell ya what he can sctrahc me anytime ;)",neutral
25586c623d,beer from japan.  google it,neutral
7aef27c516,Doctor Who has finished,neutral
7544811702,_precious06 sooo mad,neutral
5da260ac5f,"Too much food at today`s company gill out, want to go home and lay in the sun. Instead here until dark, probably",neutral
2f9e51681e," haha i have 2 ask, are you 2 as beautiful as ur voices? curse u super cool beautiful women who are likely unavailable! lol",neutral
f147bceae8,That sucks!    It`s thundering here.  I`m getting ready to shut down.,negative
37f6d9dc72,The cats are gone. All 3 of them.,negative
60c7368394,"Ok, ahhh! Last chance to go into school before chemistry exam!!",neutral
4056adde23,They are out of ice cream at the Crazy Mocha in SS. This means no Espresso Milkshake..,negative
08a6d8a0da,_mejer I couldn`t remember what all the different cords meant. I lost half of them leaving the graduation anyway.,negative
780cd78607,has just arrived in Singapore.,neutral
46930072fa,Hallooo bayern!hallooo stau!,neutral
a9fb4ed175,tomorrow night would definitely work,neutral
a351c5032a,watching  on SNL,neutral
bf108cc20d,Just got off the phone with lainey the love of my life  . . . Now im taken a ****,negative
ff2704a5fa,Har vondt i ryggen My back hurts,negative
8f8a38f144,_Lia  Are the drugs working?,neutral
e95e9018ab,We looked at apartments this weekend.  Found one we like.  Hubby going today to try to rent one of the apartments.  Crossing Fingers,neutral
b108e82c7b,Yeah  :p,neutral
4bcd05ff14,Sum1 plz cheer me up,neutral
ddf6fd773d,"aaauuuggghhh! in n out, check! mcdonald`s, check! haha, next is hot cheetos!",neutral
a55fe11056," when you get your grill taken care of this morning how about a quick shot of the hands.  Don`t ask why, just do it",neutral
06fad59165,: yes she got all lovey with him&he returned the love&1thing led2 another&  also  wants2 know y ur mad at her,neutral
3f629a6a8e,Having serious technical issues in the studio  oh well thank god for the technician,neutral
de785f0142,My girl needs a hug! She lost here cell phone,neutral
c9498178ca,Hanging out with  and the Berlin Jarn guys.  http://yfrog.com/8c36ej,neutral
567d245237,is so tired ive walked 6.05 kilometres today,negative
0074631a3b,looks can be deceiving,negative
9ff15d5ccf,that sucks!,negative
5.06E+15,I feel like poop. I hate being sick,negative
e94926851b,Just file me under *seduced* sweetie...,neutral
c609f49827,I think I tricked out my ankle during cardio yesterday.  I`m getting old.,negative
ac9905e1cb,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL ****.,negative
8e1182a1ee,I can`t shes taken my keys to muh car.,neutral
d00c95e0a6,"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",negative
2be8fc0d5c,I`m on my way to see `17 Again`.  I`ve wanted to see it for a looong time,neutral
8280562439,"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",neutral
58e3269ea4,So exhausted..can`t sleep. I don`t like these nights,negative
36bb3fd015,i going to go to bed & i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X,negative
bd79135b7f,It was an app that changed your wallpaper to one of several hundred at random intervals. It`s hard to find good wallpapers.,negative
f532604ee6,doesn`t want to go to work....,negative
774ab03f35," I don;t know how they interact. I`m getting better with the pain, though. I want to give my poor liver a break.",neutral
e578b04e2a,"i need to see ...now! someone buy me a plane ticket, please?",neutral
c5bb53c3fb,psyching myself up for the next few days...oh my.,neutral
c504d1f526,_g my day just hasnt been the same without ur running conversation all day,neutral
8aa59506d2,my heart just broke a little ... and by a little i mean a lot,negative
06e703018b,_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,neutral
31c8a339a4,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",negative
cf6ded5fbf,Ecaytrade people who said you`d come by stuff at 6:30..where are you ? Bugs me when people no-show,neutral
dc72c91fa5,Freaking out a bit..crossing my fingers that things will work out ok,neutral
b4fe63f567,Going to be a strange weekend. Probably srtarting off with working til midnight tonight,negative
f50ac21b6a,"  it`s looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!",neutral
2c8ee886ae,hahaha! i have a secret door to the real batcave,neutral
ebf3cd9c1e,Just finished reading Chuck Palahniuk`s 'Pygmy' and kind of hated it. I`m really disappointed; I had pretty high hopes for this one.,negative
9699c1066e,places to find you if you`re not home- marilyn and seria beach,neutral
1c8f1e3718,My dog died today. We had her for 11 years. I miss her so much.,negative
dd3677d0f3,castlebar doesnt have 3d so im going to galway to see the jb 3d movie but that could be next week or the one after that,neutral
fe3cecc633,that story reminds of living in Portugal,neutral
743691574d,"I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",neutral
e5af66c7bf,At Marlees doc appointment poor babygirl has to get shots,negative
144a961bfa,it should be.. not a wink >.<,neutral
5349a8ea2f,I really don`t want a limo service to take me to the airport  I want him to. Ok soft moment... Don`t get use to these!,neutral
ea188a7701,At the park!  Its raining!,neutral
ff3ba77a4e,? <---- I`m going to post this EVERYWHERE now.,neutral
a341b1ab46,"Back in Glasgow, stuck in traffic on the M8",negative
8c39c60f4c,"bout to watch notorious cause that`s how i`m feelin now. wish i could eat something, but i can`t.  surgery tomorrow. no food til saturday",negative
085850ff7f,"  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",neutral
cd4409ebba,"wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps.",neutral
bff4484ba3,"Working on the store`s Facebook group, getting ready to relax and play some 360. I`m thinking Mercenaries 2 tonight; Me likey explosions",neutral
d3d7fee71f,_Kel_17 ehh carnt stand hot weather,negative
e591a91118,it wont work for me,negative
3a847a944a,is it bad that I sort of want her to miss me?  I know I will be missing her.,negative
748b7f7654,Bored...um...Song of the day: 'I caught myself by Paramore' and 'No good deed from the musical Wicked'  Oh! And Fully Alive by Flyleaf!!!,negative
0af1aa8543,backache,negative
4c23fa2597,Airsoft is horrible!! Hope you didn`t get hurt,negative
19d585c61b,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",negative
3471ee354e,ACK! Fast forward right through that Coldplay song.,neutral
a514c68ad4,Waiting for Raimi`s new horror flick Drag Me To Hell. I`m really excited for this! Too bad it`s not in #amcmain in KC,neutral
e5fa38b19e,next time? I might not get there this time if the bus has anything to do with it,neutral
bcb2863df2," if I do that, I`ll have no pc",neutral
8074eded04,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,negative
504cbed5f4,bye for now people .,neutral
12c28b4d30,wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,neutral
de447999c8,I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,neutral
cd42a29bff,Oh no one minute too late! Oh well,neutral
a2162de4c9,Just got booked my ticket to athens,neutral
14fd26b991,Dam only 5 votes  not gonna win anything now,negative
411a54feb1,painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,negative
152f49ce1c,"Work day 7 of 7,",neutral
a8c7169a40,Im so down! The AC in my house just broke,negative
d9367b79ab," Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",neutral
fcf1b2f590,Sadly cannot listen...  *sob*,negative
a44a46524f,Im only failing 1 class.... Algebra 2 **** it that **** is hard!,negative
55aae928f3,listening to Demi Lovato  FINISHED MY NEW SONG!,neutral
c6e4ffbf79,Sadly I am bprohibiting myself from tweeting tonight. Sorry,negative
c6dc225377,it is sooo hard.... truck and fish please,negative
84de0af09e,"i should of gone to kirsty`s for the night, anything to get out of the house",neutral
189c34484e," I hate doing em, but get dragged here by ... at least it`s a beautiful day",neutral
605cb06fc8,Me just sign up Twitter...,neutral
07de6aac6e,"Grilled again for dinner last night for the senior`s final kairos dinner  Had steak, spicy mango sausages, hot wings, grilled vegi, corn!",neutral
9c45d72579,congrats mollie! just wish i could have got some tickets,neutral
189ca81ed4,Remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,neutral
0eccc63901,Sorry to hear that man  He is were the **** cant reach him now. My heart goes out to you and your family.,negative
8f041fea93,@_C_A_S_ IM MAD IT WASNT SCAREY,negative
9d4923ef46,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!",negative
456497da03,DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk,negative
da6549f668,"i want my ben and jerrys now lol, TWEET PEOPLE im bored",neutral
2694bff9fc,We should so go for the Cobra-Cam idea,neutral
194c5351e0,Bleah a tad tipsy and too many cup cakes. Maddies birthday tomorrow + family party,neutral
0455e2c1e3,The last day of the last time I visit my parents as an unmarried woman  (85/21589) ( http://bit.ly/Mo0QN  ),neutral
3e5f81129f,"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier",neutral
5c780ddc8a,"I cant sleep, but im too sore to move",negative
15ad28cae9,And what`s your blog entry about?,neutral
cd3b2ac385,UGH I HATE QUEUEING,negative
de99f08494,Miss you!!,negative
a30612b7f6,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,negative
bc2bc1835f,"Might buy some iPod apps later, hmmm...",neutral
fdf1b79e65,Just saw my boo he went back to work now time to do my hair but it`s going to rain WTF,negative
c3bb37493e,"http://twitpic.com/4jerc view of Atlas Mountains, Morocco across the Straits of Gibraltar, I took the other day from Europa Point, Gib",neutral
5061d28246,changed my h/p number go online msn messenger to see,neutral
e57fb2b3de,awww poor little girl on britains got talent,negative
d7922ee591,I will later today since I have a planning for today,neutral
77c8d92adb,listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.,negative
0930c7730c,"standing here open hands and i know i can`t do this alone hold on, hold on, baby, hold on...geeez",neutral
831e0978b3,Computer remains dead,negative
04edd2c834,Irony: Inventor of Ford Mustang can`t keep his car   http://tinyurl.com/lpmvtk via :,negative
d67be03a60,With Aubrey at pearl!!!,neutral
1cf5024ef8,why do i even bother anymore? Everyone is makin me feel like im a waste of space,negative
b809700a90,"****, can`t sleep.  feening for cigs. i`m horrible. :X",negative
e26c7a0aae," My daughter went to a Bday party today caled, 'Grace' of Cakes...the little girl is named Grace & they made cupcakes!",neutral
8075799275,Hi Rob!,neutral
4bdcab31a5,i`m really tired today!!,negative
66b1612861,i know,neutral
3d4144e04c,I wish I could go to E3.  Oh well....,neutral
548556fb49,I don`t know what this is all about  but I`m goin to sleep,neutral
559d060b70,my attempt to sync facebook and twitter seems to have failed,negative
76564a9a45,Gonna get my ticket to Las Vegas today. Gotta check my milage. Can`t wait till August,neutral
955c8a4461," Kk, I just had 888 followers like a minute ago",neutral
ba9f75c8be,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,negative
dfeadc340d,"blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost",neutral
850a9479e8,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...,negative
be4d616992,Yucky! We had our last soccer game of the season today...tryouts start Friday,negative
6dbabd0afc,@ Butlers watching Dr. Farmer rock out w/ the hispanic Jimmy Hendrix ... drinking Cosmos,neutral
c245a9e050,ah allergies  you must be sleeping walking at work!,neutral
af22813e51,_ I`m still waiting for them to recontinue their 'breathless' scent..  lol,neutral
d80cd3671a,gl and say hi for me!,neutral
3675ceeedd,Did you know call of duty has a scenario game called 'Nazi zombies?' it`s awesome and scary at the same time,neutral
8874aa9d29,Can I get some gd news for gods sake,negative
b5e6f4a319,hmmm...the one restaurant/one grocery is sad. not the dukbolgi.,negative
08c74ac51f,5 and a half more hours of work  I wish I had something to do..,negative
2f3ac07330,Swimming is a no go for me,negative
8224b45279,NCP no longer has job placement,negative
c7350d0f8e,uh oh u gonna fire somebody??,neutral
8.45E+12,is tired on her friendster account.,negative
f7eaa09d04,@_HarryKim OOC:  It`s okay.  Maybe our schedules will work out soon.,neutral
260e3b3e6a,I don`t remember cause I was watching so many on youtube... LOL will get back to you,neutral
b3a17bd6e0,Just the mother of all bad days,negative
46b63cf74e," ?. Pick up that, as fast you can!",neutral
65fea7aeef,turning in.  it`s been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.,neutral
2d2aa389b2," Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?",neutral
88902d9b17,Yea baby!! Im gonna miss you so much,negative
ea7bc30d23,"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",negative
a0d603ecc2,Looking for a new laptop battery. Why are they so expensive??,neutral
8ac1304215,maaaaan last night was a funny night! sad aswell tho,neutral
a627477551,He`s off!,neutral
4fc2f6c6bd,NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.,neutral
16a0513509,Shower day.,neutral
6240923771,games? Just wanted to clarify,neutral
75da5db109,Kids attacking your keyboard?,neutral
110c66e2bc,One downside of the nice weather: It brings of the chavs...,negative
4fba1caa5b,Just seeing if anyone was still awake,neutral
6bbd598f2b,On the way to see my grandparents,neutral
3b8041c925,I think today I shall listen to some Gary Numan before starting some remixes,neutral
ffaccf8278,"   So,  just pointed out to me that she has not been able to be involved in this convo for lack an iPhone",neutral
83bbd4e35e,3am i still cant sleep,negative
738ee1de2c,@_erica I know right,neutral
daf3700630," Ugh, not yeeet!  It`s like, in a week, too... =/ I`ll keep trying!!",neutral
3d1d1de55e,Is waiting for Foreigner start,neutral
248d492262,anyday! I hate living here!,negative
0e87dddf55,Has got to look for a job this weekend,neutral
cf0bcadfec,I`ve listed lots of new beads on eBay!,neutral
63a63b6cf5,that sucks!  put some britney on!,negative
7cf44f0b8b,"Hey,  I`ll be in sa then  maybe if we cross highways we can grab lunch?",neutral
5f2d7cb8d9,that sigh doesn`t sound happy.,negative
f70614e8a5,well now i do,neutral
d4b2c24c3a,not really  Just have to install OS X on a harddrive and get it to boot on schools iMacs.,neutral
62be6ead7d,Just got back from Apple Store in Robina. Managed to get a replacement iPhone because it couldn`t access the web properly. So shiny,neutral
c02bba4d36,Tooth ache...but still sipping lol at the fam. Partyyyy,neutral
cafd25492a,_nichole i miss my earrings  lol you should let me know when your close by,negative
93928b7533,"Rose Romance is released here on Thursday, gonna get me some BPs",neutral
6cdf4113e0,out with  &  i am soooo hungry,negative
e3e889b440,"has spent the last two weeks attempting to grow a beard (from scratch), but fears it may look a bit rubbish...  http://twitpic.com/66tyb",negative
7415538b45,128 days till beyonce,neutral
5ed99c5ae5,"Wool, time for the top cote",neutral
d3faf04396,I can`t take it,negative
9a990cca9d,I`m jumping off the nearest bridge if I can`t have it,negative
f5dddf7af3,is getting ready for another makeup baseball game.  Played the same team last night & got run ruled.,neutral
79375339b9,Stu is actually SEVERLY sunburnt....it hurts!!!,negative
83c1373401,Suspect tax-man is at fault....,negative
293154dcb0,I try pretty hard to engage everyone I follow! Some of them lack interesting **** to say so they end up unfollowed,neutral
5db2195e56,is still sick  sigh,negative
71c9975b09,!! I miss you too.,negative
ff37752541,who is ....lili homie...LILI.... and i am black  75% to be exact lol,neutral
9bb13f0fee," haha!  yes, there`s a lot to be said for nekkid religion",neutral
86a88ddda0,ah same  how was oliver?? so anooyed i couldnt come. we are the only ones with twiiter  its great! x,neutral
a5d4af0d80,michelle is a hot mama with chichis grande,neutral
d413a83a5b,: I love camp fires  I just wish the kids would try a bit harder to sing along,neutral
0bb63d09a5,_y_Tony I had Pad Thai 3 times last night  ragoons LOL yumb,neutral
ee92334739,"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad",negative
c3ffdd8f09,Hangover,neutral
0e26aab293,"  I`m sorry.....deep breaths, I started a program called panicaway...it has worked wonders.",neutral
456269ec59,class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I`ll forget -_-,neutral
e9f57bf9da,YOU`RE TELLING ME.,neutral
dea4e6fcd4,I miss my cousin so much,negative
f8cd48cda3,"Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this **** now, dunno how long I`ll be offline.",negative
3eaf344feb,darn! now we have to go through the WHOLE weekend without em`,negative
cfea4a2383,Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad,negative
d81e3618bd,I know.     #hhrs,neutral
8fdd3aa22f,loves it when mom and dad come to visit! nothin better,neutral
c81e21ffd8,yea so wassup,neutral
aebce26de4,"To cap things off, the lower part of my back really hurts.",negative
38fb8d60f6,I`m so sleepy my head hurts.  gnite lovers! See ya in that am !,neutral
7cb24bda2e,"its at 3 am, im very tired but i can`t sleep",negative
83f8008df0," Wish i was out an about, stuck in with a pile of boxes, a sore back and a load of tesco blue shopper bags to fill from the kitchen",negative
dd62e0b336,My stomach hurts so bad,negative
2223d650fe,class is almostt over,neutral
94332d6083,The newest versions are not any better,negative
5ea2dc2ec0,you can still stay if you want to!,neutral
3f3f721e62,http://www.thinkgeek.com/books/nonfiction/b322/ <-- Get me one of those and maybe next time,neutral
21dc26e9a8," I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",negative
c612f25fb4,I`ll probably have better photos up later today. Took some picks with my big camera too. Camera phone = blury camera,neutral
5bc318f14f,awake from the nap,neutral
93fedc61a1,I have tea! & have just found a picture of the big snail from the walk yesterday.,neutral
889c7ee4a8," Wish could, but riding a tour from Chicago back to Iowa.",neutral
719a06c896,LIKE U SAID 'GIVE TC A CHANCE!' WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,neutral
5.59E+70,Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!,negative
17dd98db9a,Listening to Obama with one ear & listening to music with the other,neutral
9beada6639,Kinda bummed that I`m gonna miss `s return to BG. Now I`ll never know what it`s like to make love to _gunn.,negative
80659ec367,So tired and I don`t know why,negative
12f2262ade," me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible",negative
da1b5e86ac,new photo   im hungry...getting off the computer now!,neutral
8.81E+93,_stack8 mady were did u go?  truck did u run away?,neutral
662510c8de,Off to prom. Say hi to me,neutral
b771a89f78,Cashflow forecasts are fun but big red numbers aren`t,neutral
a61b26ff39,"On way to the wimbledon with  to watch star trek, IMAX baby",neutral
67d8083360,"#bigfanfriday 2day, & i go & friggin loose 1, life sucks!!",negative
24eeede493,Just got my marks...  BCIT is the death of me I swear!,negative
b10ef84d1f,Watching twilight and eating potato salad.,neutral
ffbdfabc5d,oh men!!!!!!......I really can`t see my face........c`mon guys!!!,neutral
bb5bc0bf04,"6:29 pm - ok, let`s go now through #bowman #strategicClock but first.. a break :-0 aargh.. tired",negative
c6d0332935," aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,",neutral
1427fef123,lol fine by me  long as its not the scary dude its all good,neutral
3194919831,doing my english essay (on r&j...wtf) that i should have done a long time ago when it was assigned last thursday,negative
6198af49a5,Seems like i`m the only person over here doing postal voting for the upcoming election ... been there already twice to get the documents,neutral
2172152f9d,Off to study!  later guys,neutral
cca69edec6,Holy **** I am exhausted! Resting up so I can go see Wolverine later,negative
e7da99cf83,OHH  yeah i sometimes forget  your in the other but cheek ok america,neutral
bef75d0706,haha so bored...but happy mothers day!,neutral
2c7965a544,_bishop  sez need to get u to look at my flights again  will email ur work tonite,neutral
d30dd55d4e,does anyone know where I can watch the prison break tv movie? It`s not on itunes,neutral
faaf5f743d,_Marie Wish I could make it too!!! I hate my commute sometimes,neutral
295ec1c7e8,i hate the bus...any donations toward my car fund?,negative
13bcc6a6f6,can you give me the link for the kimba diaries please?,neutral
0f787e5444,NO GO ROVE GO THE MCMANUS`  adam is cool tho,neutral
3a40f4d277," w00t, have a red wine now",neutral
616868a4ea,u really dont right now! i am as sick as a newt in a freezer! its aweful  x,negative
a7948f0e51,Going to the gym early trying to get back in shape again. My husb got me a gift cert to swim w/ Dolphins for my BD.  Need muscles!,neutral
0dfbcfbc58,got my hair rebonded at some korean place. dude! my hair is f`in fried! cut 5' already ... now just chopping it off!!!,negative
215eae817c,This was at Pitman`s down South. It just looks like business is bad all over,negative
c16090ba7e,Waitin for the man to get home so he can take me out !!!! been waitin 4 hours,neutral
0aa7e2d375,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,negative
40e7becabf,Hes just not that into you,neutral
5810ccfe8c,I`m so dizzy already and I`m only on the third page of chapter 73  *plops head*,negative
1ef68f25bd,i didnt get paid this week  roll on tuesday,neutral
48a516b8be,yeaaa!,neutral
084700c0ea,"_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",neutral
59127ec9db," forgot to answer your kindle question yesterday. honestly, haven`t used it much. have two paperback books i want 2 read first.",negative
62c7c65ae5," nope  i wasn`t home went it was on but i will soon,",neutral
c2e650a02f,"ugh gone through 2 new phones and now my screen is black, which means no texting",negative
36bcbee1cb,sitting on chloes little trike thingo its a girraffe  ill most probobly get yelled at with in the next minute or so! ohhh well,neutral
cdf726f7fc,"WOW, got killed on first wave of Horde on Gears. FAIL",neutral
2006ca5e6a," ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa",neutral
89067852ea,Yes. Need to listen to sad SP-Songs,neutral
7c427a95b5,- i can do 'Nana' or 'Nana Rocks' for you in rhinestones & do printed onesies for them 'my nana loves me',neutral
1b0977964d,"flying is falling, getting distracted and missing the ground",neutral
99a1d997d8,really wants to go see AI tonight.,neutral
03472cc30b,LOL.  Leave a kid on internet and the kid will do stupid things.,negative
97a2ee5921,yeah I imagine you did,neutral
bb7a8693ea,Sad to be leaving so soon,negative
a6b7af3705,yeah unfortuantley  Sam hanks **** bowl that he like rolled along the floor got me out  grr,negative
d5ebca68b1,Done with my drew and jayk handmade gifts now watching old menudo vids,neutral
bd4755241d,"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to",neutral
5aa5f7f146,figuring out wats wrong with her she can drink but cant eat  ...,negative
a8b73cf5d5,Screw you guys and your prom pictures,negative
e521e96572,Getting ready to ship a care package to the daughter. She`s not coming home this summer from college,neutral
fec7fab22d,gotta get up in a few hours...booo  gooodnight!,neutral
9ae5678122,Ahhh Music to my ears!,neutral
687037af5c,ooops! the last link is the same as the first! sry my mistake,negative
96674184d6,_X sorry about that.,negative
638cc1247f,_mar_mey I want cake  is it chocolate!??,neutral
d32efe060f,i wanna leave work already! Not feelin it 2day,negative
842953e8a8,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out.",negative
28b973d4fd,haven`t tweeted in like a day.  so here goes...,neutral
1b4ecfbf19,sorry my friend ... but  is paying the mortgage!,negative
61228c0da3,its my going away partyyy  `s.  you should come!,neutral
1ed849967d,"Lookin for work via online, watchin ShayCarl`s latest vlog entry on youtube and textin a lady friend.  My beds calling my name though..",neutral
97d6ce896a,Business or pleasure? Will keep my eye out for anything. You`re just missing a Moondog concert tomorrow night,negative
126fe57139,Got it! Your in the rundown.,neutral
e65268ad17,_76 haha.  weird?!?  no sunshine for us,neutral
d5fdf430d2," Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we`re behind.",neutral
fd41039b36,Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,neutral
6c3c600cd5,me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,neutral
2af3e32a99,Greenville for the weekend for my best friends birthday and leaving way later than i wanted...,neutral
b9c7cea4dc,I am doing Geography Revision on Earthquakes!  How Boring!!,negative
60aada6ba3,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.,neutral
89cd7f2945," 'arrest her' or, anything ending in -est that can be done to her.",negative
0055414cdf,where have you been? LOL,neutral
434af71088,Very bad things.......I need to stop thinking!,negative
8019ffeb57,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,negative
fc22958d5d,still a newbie in twitter!,neutral
93ac6c152d,Tired of hearing stories about everybody going to Ibiza...,negative
a5ffb373f2,Sorting out Twitter issues....very frustrated that you can`t talk to someone and they respond slowly to issues - capacity the challenges,negative
b31a0ce70d," --sorry for running over uncle Terry, but he just wasn`t living up to his potential. expecting more from his next return.",negative
2a0e803469," Yea, it`s my road-warrior / workaholic lifestyle...",neutral
9782804e9a,stuck in huge traffic jam,negative
1d8605d15d,**** it were is Eric or anyone else when you need your hair to be played with,neutral
b28f450dfd,See No Evil starring WWE wrestler Kane. You should watch it,neutral
a19d94c943,"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\",negative
9b26804c67,was late,negative
fa82c3881c," I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",neutral
22791edfd7,saying goodbye to Papa....,negative
cae4719603,Finally sunny days and I`m too sick to go outside and play.,negative
7ee4d02b4b,I really haven`t got the hang of these hash tags have I?,neutral
c1be5778cd,is going out in the rain,neutral
f3b213a94c,third driving lesson then back to the office,neutral
cae29fbc4b,no FF tweet for me?,neutral
3c0e24b99e,"My new design portfolio is finally online: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",neutral
b2bfbf4557,assignments!,neutral
