textID,preprocessed_text,Length_of_Preprocessed_Text,class
923295751d,think bicycle freaked custodian would not let building not let key,11,1
2836b09949,reply would make life replies usually people call tells willblok,10,1
afcf08a2d0,http microsoft released zune also europe,6,0
f0c0d44fc6,listening del barrio records release think cmyk music competition minimal techno madrid land,13,0
55d36207cf,bgt piers not buzzed little girls singing,7,1
5f02ce3627,yeah not sound good,4,1
8d880576cb,sux gabe told afterparty works not,6,0
436e98f579,help represent high profile actors film theatre careers get free tix not jersey boys,14,0
f042305265,giving not care mess life,5,1
7a3ba8fe4c,thought mention not need enable growl tweetie make plugin work avoid duped notifications,13,0
b87171a4f1,tweep tweep haha,3,0
0904ee1fa7,didnt tigerheat tonite,3,0
7270292c60,going leeds,2,0
b060485472,wants goto lonovala frenz wedding transport arrngmnts wrkg,8,0
947398994a,flo spell antidisestablishmentarianism top head wait,6,0
66b2f14d79,anthem right not leave high dry http blip fcr,9,0
c190d16b3d,watchin grease waiting hurry come talk girl ugh seems far away,11,1
246efc1993,weeooow feel fat remember used weigh much pfffffffffffffffffffffftttttttt long time ago hahaha,12,0
75bf000837,not need work overtime project lunchtime sorry,7,1
fc0ca41f2f,audioo,1,0
78a12305cd,totally forgot thats friday till read tweet feel dumb take breath,11,1
d80f9d077e,paid like first slightly stoopid show charge pop makes sad,10,1
faf4fe2d8f,set chuck bass new york palace hotel bad not filming today http twitpic com nht,15,1
022b1eabaf,get bubble tea cambodian new year year stand line min,10,0
7082999a93,according quarter families six live poverty,6,1
e70d294d95,not alone need coffee,4,0
90944c6528,god opened clouds said hate josh,6,1
e0bd0744d5,saw dark burgundy scion dark shade makes look like minivan shawdows lines curves lost,14,1
d3960d0cf0,not twittered forever yeah sixteenth birthday party tonight,8,0
4e8c75d9bf,uqh soo boredd supposedd asleep cuzz wakke upp earlyy juss cantt sleepp omq tomorroww iss mother dayy,17,1
04a6326f33,buckfast brain went blank,4,1
295d95bb65,naisee bad see lens flares arond listening cant really catch saying tho,12,0
7ad5f14988,tink people street waiting friday crazy brooke,7,0
81898a8b44,phones lit like christmas trees work people not get everything done monday,12,0
2e180c3c15,frustrated copying gigs across usb stupid old servers,8,1
d3d7dfa00f,marriage not legal everywhere,4,1
900c5f5082,swear hot dont want leave house hot,7,1
45a9136ace,ready home,2,0
152e11b677,checked diary clashes uswitch net beers,6,0
0fe63f7521,missed friggin hair appt,4,1
86db39ca57,ooooh boo see bar well miss make stopping,8,1
a6c61eac26,good gor juz yea kno asked yesterday tha hospital talked said,11,0
2bf4730761,need come another blog post today sleeeeeppyyyyyy,7,1
87aa7c3315,well another twiiter person erm difficult say really let say could fit minibus,13,1
dcdb8d49ef,charming skater look kind hot hot mess catherine pls not hate hitting friends tnx,14,1
4117376988,not till,2,0
6fbc7b73c0,mmmm ham yummy hat hair stupid deli,7,0
15675a3442,noticed theatres not know showing vancouver though,7,0
cb1b0d191d,missed awesome weather movie,4,1
1bc4dabe71,yeah must say good haha,5,0
336b9cfc93,xdxdxd crazy little thing get train hug,7,0
e4a1945972,finished watching marley,3,0
b2e6fdc755,yeah dnt dif apps phone sad reason lol,8,0
6f035befa8,stop,1,0
6f4be24d3a,misss youhhhhhhh tell dem japenese ppl give computer sumthinnn twit fam misssesss supa,13,1
5370fe7ef6,upset see carys donna today miss hugely already yes like hours haaa waaaah,13,1
a57e876f09,morning hon breakfast cant decide,5,0
3275252823,getting ready meet laura training even sick,7,0
4841c80d3c,last theater lunch gonna cry,5,1
567b068131,long time,2,0
fde0716b44,sims know inside scoop station anything kwod nothing,8,0
f8de71cce2,boring bad weather today watchingn alias fun boyfriend,8,1
99454c7e40,probs yeah still sick school today lol feel really thats dancing lol thanks,13,0
e7c8dd1576,sian lol not benefit sky hubbie watching sit thru,9,0
7484472d96,point gonna left tommy prize,5,1
1cdb4b136b,palin got new haircut,4,0
8f169308ec,silly wendy know not speak french hours study ride begins,10,0
a5f237b5f3,keep stumbling deathfic without warnings not want,7,1
ed50142b2e,yeah poor person shouldnt joke poor people,7,1
a8d4f8e4cd,hey sorry not see message,5,1
226c008eb3,hey close among disney stars filipno,6,0
036d897c13,travelled world grew diet everything think still genoese grandma made pasta,11,0
eedb7abe3c,idiotat milanq heyy nks follow good night frank whyte idiot,10,0
2e175d6a05,way driver training,3,0
9ae78ce646,ease use good camera syncs itunes small looked storm eye appealing not clunky,13,0
8e6ab1f6f5,borat less http bit izkab,5,0
092a563502,ready cant believe balls call haha wtf,7,0
196972d483,gonna miss gonna want back gonna wish days not gone fast true already miss year,15,1
12ea678b2a,gained lbs wish could afford something top ramen job,9,1
a2bf77ed46,hmm seems gun needs followers,5,0
3440584332,ahahah sandy bekz erin derrian,5,0
38789ffc60,day pass slowly days rawr,5,1
255b599781,lol let find something quickly,5,0
6ccec768e2,definitely even call never day,5,0
170fd8ebae,welcome follow freude,3,0
8982cde761,saw show listing saw wednesday,5,0
f0b0d89e03,add myspace www myspace com pwnage org pcfopc,8,0
7d97c456c3,bah still work lol feet hurt nose not stop running,10,1
3a1b9cedc8,losing many taiwanese dramas not good chun eeeeeee,8,1
346bce581f,mary poppins,2,0
1f4419bb29,omg sorry hear really need talk someone always shoulder lean,10,1
fb0f439334,drove summahkayy,2,0
75c2b2c91f,weather ugly really cold,4,1
215ac0eb81,stop making assumptions dont even know haha stupid thanks defending matthew,11,0
c7e80bd6e1,calling debby ryan,3,0
a6ad5df0ca,ughhhhhhhhhhhh,1,1
6a44382705,poor nicole absolutely destroyed cell phone,6,1
5b2ffb00e1,not charge hour,3,0
e3b67389d1,anytime buddy,2,0
45f1ff4386,last blog http blog spiritualsmarts com published web digest weekly next issue,12,0
ab75ab645f,warm,1,0
3d7f8b07c2,tip finger hurts lmao,4,1
c8cbdd280f,know nearly made want ice cream not get italian stuff though,11,0
e2eee6e05a,says page doesnt exist,4,0
7192a0c3d3,jungle book mary poppins bugs life depending want cartoon live action cgi,12,0
f2a0ff977a,bummed broke,2,1
ff416391b6,bach would suggest pta alerts pta generally stands parent teacher association might confuse tweeps,14,0
8c5f798dde,hawt fitness regime coming along hehehehe,6,0
65b00d7d9a,headache nobody keep company wants kidd,6,1
aaee08f683,need followers,2,0
354393833c,finally home tetep kurang buat shooting kamis nih huaaaa stress gila syapa,12,0
3bfc997081,ugggh idk wanna stop getting texts twitterr ilse,8,1
6d54e71863,finally dinner nishiki sushi,4,0
aa1ae6ce1d,hello enjoy london watch hackneys mental,6,1
7e843d7249,sun shining sky facking blue teletubbies work,7,1
a3c4ed6c37,not need updating sudden get dressed anyway,7,0
2ef9464a61,home going warm day top friday yet,7,0
7bb0dbb42d,went swimming fam hours little toasty,6,0
f96c93fce6,sorryyyyyy home fast possible meeting,5,1
5e5c116bf5,well not making dinner making dinner wet hair,8,0
4b0870c2ec,appropriate tweet everything last days tweets not paint good picture,10,1
3effbeffea,http tinyurl com ozr ate kaila ocampo rainbowholic eerie silence net,11,0
7031fb45da,come back another year pllleeeaaasse,5,0
6e675117b8,haha credit,2,0
20ec7c7c32,want red cruisers not like ones lmfao,7,1
66d8777618,looking vibrating phone like trying find feeling,7,0
c59fa3672d,not loading,2,0
cfe1e3bf7e,ahhh twitter havent seen day,5,0
dd05c1c3d8,need buy bluetooth device machine,5,0
6fd2aff430,take bath,2,0
0780d4276d,busssssss everyone yayyy,3,0
db1be9d601,going forgo pub night wife tonight tough week neither really plus neighbor died,13,1
9f2722cb94,eldorado house goodbye aliante house memories made memories fade,9,0
17fc09827f,omg see tweet miss bonnie amazing phone died yesterday oster alltel miss,12,0
9b5abafa71,think irish population manchester come house today yet none person want see,12,0
5cde00465e,bummer tomorrow friday,3,1
3eff14c7f2,gonna super long day,4,0
76f29e1afa,angry information marcos,3,1
f0dd6aa1cd,lost luggage sorry hear check selection travel luggage http budurl com mua,12,1
95f88bb707,killers best bit disappointed last song cut short watch full iplayer,11,0
2b60bfe0fb,stupid folkestone cinema showing star trek times,7,1
e5ff92f07e,another two hours work ugh goes slow sore,8,1
f39e7fa3ec,wendy going wish,3,1
4184799c29,gadget show today today good,5,0
5c1e9ac72e,couple hours ago ive got sun burn really uncomfortable,9,1
17d1d4f3b6,ontd god,2,0
f20fecf55e,got followed one says not talk god people wonder talks goddess people,12,0
7f1d2525ba,work fine far know shrug maybe send tweet,8,0
de7d249dce,album start listening frank black years found used play pixies,10,0
84268c3836,not nice rather one lol,5,0
74d16e4796,diesel yaris mpg sad not available would awesome,8,0
2e8770ab57,could update status one place,5,0
0f03d180b7,jbobsessed miss soooooo much live web cast bookface every thursday,10,1
79931bd7a5,way martin vacation week,4,0
d1fd6b9fcf,bored hehehe hate ipt,4,1
7f591102bc,hey chelsea arm hurtig vaccines todayyy loveeya,7,0
046737d459,get wii fit couple hours,5,0
57482a8b8b,yay lol know felt gone,5,0
fab09e3bde,mine matter phone,3,0
b8c9ac356f,get cat stop killin rabbits another headless baby rabbit garden dis morn live close field wher lots rabbits live,19,1
9db3cb33a2,yeah went days trying get back november mom super soak stars weekend,12,0
9710662c1d,sick sucks ohbabayy,3,1
9eaa82d788,watching edition old grey whistle test fanny mamas papas isaac hayes not make shows like anymore,16,1
0f0304d4ca,sad http bit jth love kelly,6,1
2a32a1e804,miss gonna irvine liz reminiscing adventures,6,1
edd330a3b1,not hot not cold,4,0
9d263a3553,dude feel really bad not work not serial not used,10,1
91e443c518,mmmm yes please,3,0
77255dfc29,glad not say last night dont want flu sry really,10,0
fa3fb3592f,rcb trashes mumbai indians feel bad mumbai indians not know hit,11,1
7f3cabf999,confused people pose others twitter mean really homework peoples lives imitate sad,12,1
415a0ef0d5,someone please tighten bolts brain many parts loose might even missing,11,1
cfac05a786,constantly looking clockkk come,4,0
955c914a99,well goes shirt haha,4,0
134b4e3267,bed good last saturday gonna miss place not wait til summer,11,1
f54efff9bf,bed time hope school tomorrow though not feel well right,10,1
13443d3ba1,yay power phone charged hot,5,0
e3a57af7fc,may forth,2,0
6503a57763,done cold really wanna tonight really dont feel like,9,1
24ff960250,artery tomorrow hagen daz,4,0
8d450c0141,cute guy add follow,4,0
f335dbc0cb,nothin,1,0
e33d5ceea2,shirt dinner need ask actually ville,6,0
c4b1ea83d5,still shout spider,3,0
bb2b6e15af,right not sympathy well,4,1
365b527a28,currently working sdp prototype much,5,0
23d6fa2912,restricted driving priviledges not even anything stupid double standards,9,0
34755fc11a,wish could still drink two bad nights white wine london sick almost week,13,1
01b9bd17ae,watching harpers island lol vodka involved,6,0
5326ef93e6,know think going miss though sacrificing money job happiness sucks,10,1
3571155c9f,failed maths exam today fxxxmylife,5,1
9c5aef57bf,much oil change not pass not collect lose,8,0
c5aa5c0980,didnt think vid hoeish actually love nasty lol,8,0
6ec9ef4fc3,made mind,2,0
36ccb43335,loaded box recyle stuff salvation army took corner fast everything back might recycle dump,14,0
f7c9bf6238,home not think wake set alarm kids room forgot turn feel bad,12,1
215a59dfc1,want cafe latteeeeeeeeeee,3,0
8a999026ad,charlie brown today time,4,0
ae0135244f,winchester sister doesnt bad times,5,1
0c4820811b,got hit car would make lovely music,7,0
8bf982f686,hand hurts,2,1
dd01108dba,wondering awake,2,0
32bb7b3961,forgot moved east make hours home,6,0
efde41e70d,would love not takers yet,5,0
5c4961181e,playing game watching straight people hook not leave another reason,10,0
f985ea2837,not ship october,3,0
a1c7e9bd8e,one gone husband going alone might leave box office random name anyone,12,0
5229c74ce7,well yeah hormone things basically given thought misbehaved specifically upset mom,11,1
2dec83989c,nooooooooooooooo well prob june not help,6,1
52b04547ba,thing nola,2,0
e75c46aa82,instead telling god big problems like telling problems big god http bit ofzj,13,0
c4e661ccc2,decided matter good hair looks curly not justify burn get curler hands covered suck,14,0
93c1545823,sad not heard new one yet sounds like spared tragedy,10,1
886efc32dc,not wait till sunday new episode supernatural episodes left,9,0
4015d59826,want protect moleskine notebooks worldwide,5,0
8d015c2747,http twitpic com jjdx soak hot water not boiling mins pull right,12,0
1adf377451,wish jonathon ross audience right,5,0
4ed0e12e72,always miss,2,1
62a4b3a6b0,gotta love nasty weatherrrrr jealous knotts,6,0
4ec6e9138b,sitting traffic car gets rained washed sunday not weather know california,11,1
d5ef16fc08,going dentist,2,0
924d2c7453,actually need cleaning house,4,0
0279e2a82e,enjoying nice couple dad brother bad never really see anymore,10,0
876c315516,going bed dnt feel well always,6,1
a25c3cd6c7,poor johnny sick looks like going vet tomorrow,8,1
4da3638e18,found contact form dubbed spam not forwarding properly checked legit contacts anyway double,13,0
f4d643948a,one getting married,3,0
a6ae058496,not sleep ugh day tomorrow wanting take sleeping pill know ill get late,13,1
e31563f420,trickery exasperation seeing pride hijacked politics big ugly anything meant,10,1
9d63309e7c,bummed not see ltj june hoping yoke soon,8,1
84fbb4153d,meow week ago today road trippin,6,0
4fff6828c3,gotta lot work knocked project one feature refuses work right not release next version,14,0
f46c7b4865,paving road intelligent nobody gone exactly going come follow,9,0
a52705bcce,havin bad weed first wisdom teeth ran weed might getting sick weed,12,1
50d1327eb9,yeah revision gonna starbucks instead,5,0
0ff863cf6c,dedicated song sold,3,0
5ac2914d8e,got attacked club,3,1
52c99d546b,working late yet fun hearing colleagues funny song lists,9,0
ef1b3fca71,lonely days baguio http plurk com apl,7,1
a5cb92d08b,oceans,1,0
88f3fc4ffb,not wait see dare real job probably going wait tomorrow,10,0
23094aded9,well poop looks like office not keys not keys neighbors not keys bike rides,14,0
712d8f85a7,angela check email need one thing sorry day,8,1
55f9d3b9cb,supposed sometimes get busy recognize always family god,8,0
0ba76c57d3,thinking vin,2,0
8bc6c4c5a3,not sigh,2,0
6bc28b9026,sad going miss dream team party didnt rsvp time,9,1
ab4a849f72,poor wife laid another hours doctors orders not much dealing screaming baby,12,1
99c4388c9c,someone edit designs called plagiarism right tired exhausted dissapointed,9,1
6a3061d562,daisy got attacked another doggie park,6,1
7ef06f7c67,beastypops tired wish tablets making want throw,7,1
d774c51ca3,locked house,2,0
bbed8dbf57,cant get onto bebo one,5,0
5813735154,unemployment line come,3,1
ef25d430b0,sticking twitter clients,3,0
c740727ac4,arms feel like really sore jell,6,1
02aaecbc9c,got mcdonalds surpisingly not popular drunk food option sucks diners not hrs anymore,13,1
b61100970d,lazy rain gym tanning possibe work small social gathering around tha corner,12,0
cdeb258b89,never invite,2,1
1fe11f39b2,not even little bit biknightual tweedeck not see spelling problem love anyway,12,0
ef64a8edff,hehe sure thing,3,0
c5241ed0c6,going come venue said could not afford open cancelled wish,10,1
4700be3234,got updated ipod,3,0
44a1d45fc3,must missed not sure make,5,0
2ae74adf30,weather ugh something like asthma yeah ventolin,7,1
76a83e6c56,work afternoon,2,0
d7112bcfb5,artwork gotta get portfolio done meca wednesday meeting milonzzi review,10,0
d3fea3178b,fat fingered coke machine drinking diet pepsi instead diet pepper wish machine used error correction,15,0
b35b47b7b0,man sucks feel pain local would buy cup coffee,9,1
a646023619,ughhh think plans ruined excited,5,0
c83d0a2c78,takin short nap gym work kids come back home tonite,10,0
27d14f5c13,fudge would whole paper tired ugh hate school time sleep,10,1
2cff5c208b,really bored anthony senior board hungry cold,7,1
efbce33d51,foot think let since international twitter haha,7,0
82df181b38,goodnight thanks jailbreaking ipod stacie,5,0
2334ec3a85,assume mean item nested lines invert call tree button found,10,1
649691cdf7,going see star trek tomorrow night time full imax glory hope motion sickness not get good,16,0
f7bd9f704a,week one day,3,0
e45e510516,gross haha like tiny piece ever taste like ate whole onion eww,12,1
13a9406926,flew brisbane lax today great flight love lights shame one drink limit though,13,0
8407ac30b0,sad missed guys last night,5,1
34327646c9,feel like dream got crushed,5,1
1742c433ec,piecing photo quilt boeing employees hung huntington beach sadly many people quilt pics laid,14,1
df37864f95,todays day twitterland house closing begin get start moving new place,11,0
e59df0c0fd,think hayfever not sure due wearing next nothing horrific weather wed,11,1
ceeaa43363,guys playing pin mexican great combo bowling not good though blame previous broken arm,14,0
81c29a90cd,actual gonna need new job not want,7,0
897d2313ce,going work,2,0
6a02b4b9b5,peer soon back replace topify email twitter settings,8,0
e4f5c544c9,upgraded exact audio copy,4,0
76855e474a,crashed ball pump,3,1
32f71e09e0,not know going test,4,0
dc027078a1,confused guy great pushing away,5,0
7d340e02ff,damm not get pic niamh glasses,6,0
284f573954,neither first gotta thru somethin first get lmao almost burnt house set str,13,1
6a9abd4d8a,roman pain killers meds thanks jess agreeing get yogurt,9,0
9095e77d0d,ready chill couch watch movie,5,0
29174d967f,truth hiding eyes paramore decode http blip ytke,8,0
8d8badcbe8,isnt looking forward going back work days isnt long enough,10,1
a992c7dd78,omg today felt like last day school horrible,8,1
b0df70cda0,deck building buddy missing action,5,0
7a95002cbf,hanging rex missing alabama nanna already,6,1
b0f997ea82,slow hate getting trailhead not getting,6,1
e74e47df4c,wish still cornwall miss auntie dogs,6,1
c6d9ab4ad1,http twitpic com wry look rosemary back garden camerabag lolo mode,11,0
67b47fcb79,cant sleep,2,1
6434e515ec,cooould say,2,0
74eb9eb872,agree work gorgeous day,4,0
e58318b46b,see someone without smile pass,5,0
d4fdca51c7,rude,1,1
9f43ae8ba8,yeah super today stupid writing ugh,6,1
60c700093b,still got one year tho might get new curve not concerned abt apps batt life important,16,0
739d9f225a,jogged forest nina heavy wind reminded need set turbines free electricity,11,0
cd829a293c,code think coined phrase hottie switchfoot guy tim hsg short wendy,11,0
c96da6c288,geek minds think alike,4,0
6d035d93d9,concert not due trials,4,0
07a6947b68,need work soonish really dont want also trying save money life fab not,13,0
d6e037a5c7,watching wizard waverly place,4,0
6e635037e1,revising uni exams looming,4,1
9632c35e86,god want sleep,3,0
5cba1be393,thanks following hmmmm twitter back,5,0
845e3fa52c,guesss,1,0
35b883d82f,vancity holy shizz home soon kids,6,0
eb789743a8,thanks tip unfortunately major crash https site extplorer,8,0
882bd455b6,road trip cincy limb store,5,0
7a2690b532,havent ben sorry bac hit hup,6,1
bc2f0becce,away cinema tweet late may,5,0
1822557ca1,stressin bout mare,3,0
eeceb988d6,feeling effects party last night drank far much chicken burgers one lamb burger dance fair bit tho,17,0
6fe3b3caed,actually maybe not sold sat lunch,6,0
f8539750b8,omg not online shock horror,5,1
4c8d61cfd0,wish could get nails done stupid job,7,1
f977627ef9,first night sleeping new home,5,0
b08b61d6da,another song makes cry cry day night long,8,1
3bcc9762c5,diva know know lol one song stops tracks dancefloor not lol,11,0
6fc523d6a3,smashing show tonight love killers wish gutted shame got cut mid song end,13,0
eb8fb65281,nat going miss badly,4,1
c689ec769e,graphic design making business card twitter,6,0
66ce4f66ad,fml work uniform washing line,5,1
52b2a66104,bumbed though cuz ima miss laker game double sad face,10,0
c608d3b656,gots headache,2,1
9ec17fe80c,cuz play grown twitter,4,0
448055f8d6,pic back blue,3,0
712d82ecb6,nuthin much gettin ready head wrk,6,0
92e8199331,ugh starting another hours behind wheel drivers,7,1
ffb8ce3021,much injustice imagine get bad gets good afraid doubt sorry,10,1
c1112a3803,unfortunately fix not work well lovin peoplebrowsr anyways,8,0
dd9b922aad,atm http twitpic com jmeh yeah apple juice rebel,9,1
2bace8af9c,ouch stomachace ate lot,4,1
b0e4546251,watching maxium not look beautiful like girls,7,1
29cfd0f6b8,great mom pissed sent asbestos filled backroom,7,0
e595755787,ughhhhhhhh not feel good,4,1
8aed647dce,know feeling little depressing,4,1
7b1ecda317,adam samberg new moon trailor good evening bad cable friday,10,1
a181702898,not call cause portable sais number not excist want much talk,11,0
cdcc280968,wish could call live not cash call,7,1
d7f97ec5f0,plus janessa hurt feelings,4,1
93d5d0038c,watching nhl playoff game tomorrow night anyone interested know none,10,1
9590e14088,sucks old actually,3,1
0a8790162f,place called take somebody http myloc xri,7,1
941a5a75fa,manics gig toasting speedy recovery sorry not,7,0
1b2d3ffabf,finished sunday cleaning waiting read next chapter kiyosaki book hit clean,11,0
713d77e7f6,monarchy gonna bleed dry nothing slaves pigs not reconize country anymore,11,1
7dfebebd27,university hungry,2,0
992aab6ade,awe miss much vacation lasted like six months miss,9,1
8ae682a99a,voc que sumiu forever msn,5,0
0656a9dd47,editing something photoshoot niley,4,0
9f9b5f8926,getting cds ready tour,4,0
fa2f5557ac,perfect trying self learn photoshop not going well,8,1
49b3fd2cfb,totally want see star trek kristine already seen hubby,9,0
6e34e9c28a,http twitpic com meet bella new member family,8,0
59c0bf2096,two loads moving crew done started done day bad not work new place life,14,1
93b0bf18ce,totally gutted ended foot cast today not travel nottingham see guys,11,1
fd46e81555,send youtube link,3,0
c20562a744,naw idk talkin,3,0
6d2170e60f,unlocked decades not lucky never gottta make luck involves,9,1
6165985faa,hope,1,0
aa9601bae1,time turn phone get full nights sleep,7,0
afe152340b,shoulder muscle not remember name hurts not even know,9,1
365c1aaa7f,chemistry not fun,3,1
44e6dbd2ce,annoyed,1,1
1a4876c9c4,almost missed snl thanks twitterfriends,5,0
e910f7c797,drained energy,2,1
3e31fec7cb,not feel like reboot osx supported hibernate reboot bootcamp,9,0
2cda6ae11f,gettin cardio right walkin train station awww miss gym,9,1
b2e782a6f0,home friday makes,3,0
4cbb260f3f,got coach purse,3,0
e5f6ecf00a,went bed last night feeling migraine coming woke feeling bad,10,1
2145c186b8,playing board games,3,0
fafefee73a,carter says video private wtf,5,1
bd593a70ba,watching jackass bed,3,0
f3b1e4443a,hate taking antibiotics think need get boooooo,7,1
4a4ccdabd6,lunch jason deli stepped dog poo,6,0
03a3f63189,fee pain lady drive insane dear god songs head,9,1
05d9c5897e,people skills,2,0
c5300f81a0,feelin lonely spendin last hours friends,6,1
0c95eb579e,glad friday two classes lazy afternoon bad isnt nice warm today,11,0
cb6f3f3bce,omg soo tired way home long busy day fun meeting new people catching people,14,0
66ab9d1f77,observation aside riverwalk pretty much cute girls downtown,8,0
aad6c17634,didnt get hug today,4,0
54435708a0,sleeping soo good woke like mins ago got sick not feeling great wanna back sleep wide awake,17,1
00d25ba8ad,packed leaving canterbury office fab colleagues last time great bunch people miss,12,0
35cace50bf,back work warm today,4,1
1356308f0f,good god fit swear words characters,6,1
81f6f611e4,continue dramathon episode come,4,0
858e91d47e,omg want beach,3,0
e96c6010cf,got fully denied tonight sleep time lnd morn,8,1
d25cfac9d5,nina lap decided jump,4,0
3016c37350,bring cup http blip,4,0
9099b13d86,ohh watching best friend wedding sad,6,1
aaf786894b,gutted,1,1
7eb12f3dd8,school absolutely sick want home writing geography best,8,1
69223099a2,loved shoutout tweethampton congrats hope feeling good missed last weekend,10,0
c381a70e84,vote per day per computer,5,0
229e1200b7,bella not love,3,1
7d47e5f7ef,non www fail http www mymunchies net works,8,1
e826bc2739,broke carafe went starbucks caffiene fix lights sec kidding got laugh,11,0
af36799256,must insist write essays twitter way characters,7,0
53fb5a7ed8,psych good neuro least good part town miss,8,1
e21e452b8a,offense taken one many controversial views guess,7,0
5508ab48f0,always sunny days not possible outside life get,8,0
ef877b6c71,easy way phone twittpic late morning diddy pic,8,0
b9a4461c5c,chinese lunch buffet add soda noticing health inspection score walk bag priceless,12,0
c387b8995a,got film developed asda half gray black box top half,10,0
10b9503e37,surprised,1,0
a045c601ea,haha talking colleague dms actual messages not spam,8,0
9864618eca,fucken tired sunny good day deffff,6,1
f2951b3ba9,signup dojo workshop munich http tinyurl com ends today hurry,10,0
7100d525ab,not find stuff amusing,4,1
bfa66fc4f1,omg little kids cancer sad thing ever,7,1
43b5222824,awake ready learn little,4,0
a560856b3b,cook guess shallow,3,0
57f0d8fad5,aku kbangun gara mimpi bad dream,6,1
871697a694,sad gmail chat died not help,6,1
b14c2f0d91,see guess must lots hawks fans texas twitter,8,0
029bfe45a8,missed game,2,1
6a7d4dbb87,toast morning,2,0
4d771b1c6c,supposed twitterology,2,0
62ba17ea78,feeling nauseous not sleep,4,1
f4ee619b58,well little bit sick fine,5,0
20251532a7,real,1,0
644702023f,hmm make dinner tonight clue not feel like cooking anything hubby wants away tonight,14,0
e95598b3b6,yaay supposed missed,3,1
37d0b54353,day tomorrow carla coming school,5,0
b3ce954b4a,good days jetsons comes right finltstones missed today tho,9,0
81a3ade0a2,wanna come myka party,4,0
98030f65f7,totally addicted farm town frankly fun fixing laptops studying diseases kill,11,0
02856005a9,totally missed chatroom lame,4,1
e72a36b3ec,bus nyc http yfrog com kaifj,6,0
f4bf96bdd1,kicking though feeling little sick alternating talking friends gaming watching playoffs writing application,13,1
217d4334cd,siblings left alone bored,4,1
f3c809719d,http twitpic com looks nights,5,0
1b2389296f,celebrity ding dong ages,4,1
a752c288cc,not sound appetizing,3,1
076ffdd231,calculator made lots little algebra babies today,7,0
1b4e6c86c7,upset right like not even formulate complete thought,8,1
8f9ccfc5aa,spinning hookah,2,1
72c40e76ba,hanging bryant hailee possibly lafayette tonight not know keep updating followers,11,0
5be30256fe,wov,1,0
dffcd948d3,hahaha yeah see not twitter back,6,0
f4f0b3fbe1,ughh feel rubbish,3,1
cfe28ba2ed,wife took last mcdonalds breakfast today,6,0
464eafe267,get trumpet book get caught rain trumpet book dear,9,1
c94a85a39d,delays cancellations really bite fair share sympathize hang tough,9,0
2005f1cf47,yeah guess password also changed not able login cahnge ufff,10,0
b0a446fd94,ahh wish guys would come hot topic near,8,0
7f4d1e74ea,twitter kan eat gun even goin smfh reactin nothin need stay strong,12,0
8e222de315,need sweets drank cyderrrrrrrrr,4,0
0f54f2bb3d,wont let,2,0
e673dd8c77,hahaha yes dey dooo boston legal tha fat old man funny tha one naked ina pink gown lol,18,0
9800f4269c,nighty night,2,0
d16a599d1d,fair thats hours,3,1
1dea9f86e1,english academy,2,0
c4dde1116c,twit twit twitter trying legally watch movie online not happening,10,1
42f8cedeeb,photo novusnovendo eyecandy live like keeps clothes take http tumblr com wga,12,0
9e6bab2198,got bullied dillah help,4,1
f98db090f7,status update twitter ice timestamp sun may c,8,0
3f3d441ad7,listening music friend,3,0
6c2e853e4c,bash,1,0
4bf439f49a,pretty cold outside today got another exam,7,0
c72817a0b7,currently watching american idol,4,0
d6c1dadb4b,peabody pretty sure got sent home couple times notis week remember mary anto granny love around,16,0
8710255207,indeed,1,0
e721757713,yea gonna need put blunt,5,1
1f21f4239e,frak like sunshine not like heat headaches shame today lovely otherwise,11,0
1948c92d6c,miss rich,2,1
3e08ed0b7b,not pets appartment really want rat yet,7,1
8db72c3920,working late night dell notebook dell quality gone hill warrenty service sucks poor people buy mac instead,17,1
4fd364c2ba,characters find rarely enough elaborate much upon anything,8,1
5187b0c54e,guys gonna get metal detector brickmans saw chad ask davey sorry bout ring,13,1
ff85b0b80a,think tamera show anyway abc fam not appreciating like,9,1
adf8bf2927,wanna see fly cali see,5,0
942fe6e50c,bed mister need beauty sleep,5,0
13cb60cfc5,sigh sad lonely profession,4,1
fe4e8393d5,going see hannah montana movie lol dork huh,8,0
bcca61e577,not blue martini,3,0
45b75eb618,sunny week ages exams,4,0
59c7512dd6,nothing much man waiting insurance card come cant get workdone redtape,11,0
abbd0db2a5,nope coquitlam,2,0
c5ef8cf10f,poolside bowling toniht maybe back work tomorrow,7,0
43afc1a3c9,hate watching news awful things happen,6,1
8387eb06e8,getting anxious blink new album,5,1
61afaf21f8,working day finally relaxing miss,5,0
2625f6b91b,never mind closed sorry miley,5,1
80d01af3a9,thought would enjoy family guy reference bored,7,1
5fd17dc352,ugh good get work,4,0
06e398557d,finished mtml assignment not like feels like missed lotsa points word limit hmmpph,13,0
3c8e8d1940,son got stung bug first time little finger slightly swollen,10,1
ecd11cfce0,way hungry even think not work empty stomach like,9,0
a245af8041,broke vase not even get chance use,7,1
0a97d8c0f0,tummy bugs lame got hours sleep,6,1
01d66b7d46,yeah weather ruined plans gonna beach well,7,1
d86d952596,site blog bad zoning concept year heaven tell meh fake,10,1
0b4256443b,labels sorry know really needy,5,1
0073bdbc5f,wanna see jonas brothers concert,5,0
6a8cfaa65b,aww psn,2,0
1a67ebd497,cold north like yesterday,4,1
